LATITUDE,LONGITUDE,MODE,SEVERITY,YEAR,REPORTDATE,segment_id,FATAL_DRIVER,FATAL_BICYCLIST,FATAL_PEDESTRIAN,MAJORINJURIES_BICYCLIST,MAJORINJURIES_PEDESTRIAN,MAJORINJURIES_DRIVER,WARD,in_impact_zone,Zone
38.90400543273152,-77.05330190118738,vehicle,minor_or_property,2025,2025-02-04 16:50:00,3,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90134156273212,-77.0459189474979,vehicle,minor_or_property,2025,2025-02-02 06:00:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89613339004325,-77.0296418573822,vehicle,minor_or_property,2025,2025-02-08 22:40:00,1,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.894756607018834,-77.02810350242319,vehicle,minor_or_property,2025,2025-02-10 02:00:00,12,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90108144981988,-77.0482787760317,vehicle,minor_or_property,2025,2025-02-07 12:25:00,3,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.90289411195975,-77.0507230307163,vehicle,minor_or_property,2025,2025-01-29 17:50:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90526132233804,-77.0557742985728,vehicle,minor_or_property,2025,2025-01-27 21:30:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.902868522974025,-77.04958114481151,vehicle,minor_or_property,2025,2025-02-13 23:00:00,5,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.90095721927669,-77.04560156666072,vehicle,minor_or_property,2025,2025-02-14 09:42:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89409222261726,-77.02113241838093,vehicle,minor_or_property,2025,2025-02-14 15:39:00,9,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.902159824742746,-77.04922310587229,vehicle,minor_or_property,2025,2025-02-18 19:57:00,1,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.90499326926477,-77.05810422757968,vehicle,minor_or_property,2025,2025-02-17 05:30:00,1,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.9006988245699,-77.04642215946932,vehicle,minor_or_property,2025,2025-02-16 18:07:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
